token_type,token_address,receiver,amount
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x4c81e51aa103490838fd9db1d859a5fcd8276324,92.20588235
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x841c11b14c428dd591093348b8afa2652c863988,4.724142345
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xed2aeaeac44036a35e36ccd7397d44ea70bdd73e,39.27895545
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xfad763da9051953fea58c2304395719a3b6ba361,6.984276146
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xeb4e3e9fa819e69e5df4ea35b9c7973062c96de9,131.7226891
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xa82bcd1ba56b4bb0f46bc29da53413c73be27509,29.20378904
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x7326b0d5ba05bb1db17298a0283ab1d3269adeb2,27.4859191
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x29185eb8cfd22aa719529217bfbade61677e0ad2,42.13559322
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x7b86f576669f8d20a8244dabefc65b31d7deb3f2,27.73109244
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x78ec73423b222cb225549bab0d0a812d58808ffd,25.21100983
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x2bf034eccebc8cd60dab9c249b6c2996dcb7d8ec,132.7218013
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xb53b0255895c4f9e3a185e484e5b674bccfbc076,188.072152
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x4cbf20d7393f372d7947338336b5043081871116,42.28991597
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x91D4eBb05d3273bdB74Af69c20B826F9E76Ae542,35.64580133
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x28cd26d85b4ac655a489aa3f259f81283bd1a804,113.2826805
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xc0163e58648b247c143023cfb26c2baa42c9d9a9,34.66386555
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x73bea65145f19702da07d8908e994a193b5855a1,126.6404343
