0x701d0ECB3BA780De7b2b36789aEC4493A426010a,240.0914
0x8F942ECED007bD3976927B7958B50Df126FEeCb5,348.4453
0x66b1De0f14a0ce971F7f248415063D44CAF19398,1.9694
0x4F104B730C517FEB4C4863742D655cF690F85eeE,14.9406
0x6543c99d0e073c140Fd08A741c6cfdcd1449da94,107.3379
0x2bEBa030cdC9c4a47c5aa657974840428b9fEfAc,3.3013
0xB53b0255895c4F9E3a185E484e5B674bCCfbc076,606.4048
0xd26a3F686D43f2A62BA9eaE2ff77e9f516d945B9,293.8544
0xD3e9D60e4E4De615124D5239219F32946d10151D,11.4743
0xDF290293C4A4d6eBe38Fd7085d7721041f927E0a,21.6887
0x4194cE73AC3FBBeCE8fFa878c2B5A8C90333E724,13.6596
0xE68967c95f5A9BCcfDd711A2Cbc23Ec958F147Ef,32.5889
0x598f44b2d38662ba6a65140eb8dd1cbb2e366bae,4.4458
0x865c2F85C9fEa1C6Ac7F53de07554D68cB92eD88,7.0775
0x590D24003D5Ec516502db08E01421ba56a5cd611,7.1349
0x710E2f9D630516d3aFDd053De584F1fa421e84bC,21.9217
0xfaCEf700458D4Fc9746F7f3e0d37B462711fF09e,19.4835
0x8f2Df304FDf70BB480F1B2Acfb7B57830103d8eB,13.7814
0xf3B1B6e83Be4d55695f1D30ac3D307D9D5CA98ff,126.7359
0xf8049C8425f9eAb4E2AE9E1D950f9D3F71481882,7.5414
0x434DeD09939b64CD76BAA81f9A394283D4C71F05,3.4786
0x8b104344F397aFC33Ee55C743a0FbD7d956201cD,3.7507
0x0230c6dD5DB1d3F871386A3CE1A5a836b2590044,38.6104
0xD595634abf15938Db7C1CA7E8923651434379fAf,18.7026
0xEB22102dB75138F9f5Af6AFf971BB5944D028504,25.2036
0x6D97d65aDfF6771b31671443a6b9512104312d3D,17.1173
0x4059457092Cc3812d56676DF6A75fD21204Fbe2F,5.2891
0xC7bF5DA444C923AAA80d77d288e86F3246dd4170,0.0811
0x1a9cEe6E1D21c3C09FB83A980EA54299f01920cd,3.0968
0xE8aDaeA0bA507a28d1309051BecEb4db7Fe377AF,14.1725
0xAa01DeC5307CF17F20881A3286dcaA062578cea7,0.0005
0x4B7C0Da1C299Ce824f55A0190Efb13663442FA2c,0.8819
0x851fB899dA7F80c211d9B8e5f231FB3BC9eca41a,0.1634
0x54BeCc7560a7Be76d72ED76a1f5fee6C5a2A7Ab6,2.3057
0xeC952ED8e7c2AA466cac36fD611D2E87Df1243D7,3.6686
0xAC49926b990b3cDc66D3F020989F20a1b51744aD,26.7721
0x91D999f5DC7273df1449e0D02fD70432E7cE9b24,1.5771
0x949Bba9F1C13F2461835366AEBcb53c852dd4308,0.4028
0x9315D886eA870f47E1619743Df8c6e46b3704A42,7.7824
0xfF0DcA219a54767eECb5A0ff4382cCb938311Ff8,136.4932
0x9583648c314CDF666F4F555299dB3B36f5d5b2f9,3.5338
0x1426FBd146942e153653863cbe633780c17268DA,6.6730
0xDA5b2cd0d0Bb26E79FB3210233dDABdB7de131C9,91.4713
0x069e85D4F1010DD961897dC8C095FBB5FF297434,0.1409
0xb5eb4f91b531b9566C32FDFC23B28e81Bd0314a7,0.9623
0xaD70fE9711b8E12ff806daE5498516FA65f3cD44,1.5767
0x0B0eFad4aE088a88fFDC50BCe5Fb63c6936b9220,2.4523
0x224aBa5D489675a7bD3CE07786FAda466b46FA0F,3.4824
0x79b92357bB57a449394A877bA673BdC00194E274,1.4273
0x20EFCd9B9ADe8bd586f840c83A6d8dd8C1D6623B,4.1124
0x2920620b47d51170319a531a2d6d5810610e8c2a,5.0309
0x1e9c89aFf77215F3AD26bFfe0C50d4FdEBa6a352,116.1366
0x2420be5214E8C83F04F0EF1772254355e2249283,59.6600
0x8652cb640F8A146bA470972B1cfFEE34E965B847,2.3894
0x59B917a9e10ECe44faE8b651F8C351ef2647dccA,288.9034
