token_type,token_address,receiver,amount
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x4c81e51aa103490838fd9db1d859a5fcd8276324,187.8531073
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xfad763da9051953fea58c2304395719a3b6ba361,8.474576271
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x47af1845ae5a5a823c0f0eb0713cb07bbf807e33,67.79661017
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xeb4e3e9fa819e69e5df4ea35b9c7973062c96de9,9.88700565
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xa82bcd1ba56b4bb0f46bc29da53413c73be27509,120.0564972
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x7326b0d5ba05bb1db17298a0283ab1d3269adeb2,201.9774011
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x29185eb8cfd22aa719529217bfbade61677e0ad2,114.4067797
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x2bf034eccebc8cd60dab9c249b6c2996dcb7d8ec,60.73446328
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xb53b0255895c4f9e3a185e484e5b674bccfbc076,251.4124294
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x4cbf20d7393f372d7947338336b5043081871116,101.6949153
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x28cd26d85b4ac655a489aa3f259f81283bd1a804,40.96045198
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0xc0163e58648b247c143023cfb26c2baa42c9d9a9,213.2768362
erc20,0xEAeCC18198a475c921B24b8A6c1C1f0f5F3F7EA0,0x73bea65145f19702da07d8908e994a193b5855a1,121.4689266
